Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
nucleus organization (GO:0006997)	1/46	0.2260905060914228104085310633308836258947849273681640625	0.274267812656793841252778065609163604676723480224609375	0.2891039845841010258453707137960009276866912841796875	0.352962294431994838550536996990558691322803497314453125	-0.647546208294519	0.9627845824746984	CHMP1B
regulation of protein secretion (GO:0050708)	2/108	0.1209712382334373614867217838764190673828125	0.1893679527444127597135548057849518954753875732421875	0.1886579820475647040201039317253162153065204620361328125	0.27893870480363769370768523003789596259593963623046875	-0.4542551949646895	0.959478941267358	SAA1;IGF1
regulation of megakaryocyte differentiation (GO:0045652)	1/50	0.243169018791024982295567724577267654240131378173828125	0.288763209814342169945433624889119528234004974365234375	0.309487467264228488517119330936111509799957275390625	0.3698277910704617088555323789478279650211334228515625	-0.6780733179428787	0.958794672663749	PRMT1
regulation of calcium ion transport (GO:0051924)	1/53	0.25573230541313385355550735766883008182048797607421875	0.299932950793181662962894051815965212881565093994140625	0.324394180823067868058018348165205679833889007568359375	0.38252843665714753029760686331428587436676025390625	-0.6883581583229437	0.9386617490572171	BCL2
cytoplasmic translation (GO:0002181)	1/55	0.26399278682365501236262161910417489707469940185546875	0.3077216533527267205982980158296413719654083251953125	0.33415445586143566192305343065527267754077911376953125	0.3919095469979800849813500462914817035198211669921875	-0.6988001131576576	0.9306853997012757	RPLP1
autophagy of mitochondrion (GO:0000422)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.5853618950743399	0.9299256669900279	MAP1LC3B
post-Golgi vesicle-mediated transport (GO:0006892)	1/59	0.280242146374174272427381993111339397728443145751953125	0.3219713246324602540227033387054689228534698486328125	0.353257945640567283529520636875531636178493499755859375	0.40739914823494860485197932575829327106475830078125	-0.7293095334692737	0.9277555626468658	TGOLN2
positive regulation of chemotaxis (GO:0050921)	1/49	0.238934732537953886666315383990877307951450347900390625	0.28484768114328617993891157311736606061458587646484375	0.3044465289417017661577347098500467836856842041015625	0.365239719014511965422542516535031609237194061279296875	-0.6400888501713806	0.9163286987570126	CXCL13
hexose metabolic process (GO:0019318)	1/46	0.2260905060914228104085310633308836258947849273681640625	0.274267812656793841252778065609163604676723480224609375	0.2891039845841010258453707137960009276866912841796875	0.352962294431994838550536996990558691322803497314453125	-0.6153472670753404	0.914910556218746	IRS2
regulation of cytokine secretion (GO:0050707)	1/32	0.1632527498067695426176015871533309109508991241455078125	0.2229507454683644918080887009637081064283847808837890625	0.2129554170589037231930973348426050506532192230224609375	0.293998395939630896567251738815684802830219268798828125	-0.5042740262974231	0.9139743165938379	SAA1
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	1/48	0.23467697110898466661410566302947700023651123046875	0.28131624296976076582410541959688998758792877197265625	0.29936914333728725789995905870455317199230194091796875	0.36143057813556522805953363786102272570133209228515625	-0.6300830562938855	0.91333393379326	BCL2
autophagosome assembly (GO:0000045)	1/59	0.280242146374174272427381993111339397728443145751953125	0.3219713246324602540227033387054689228534698486328125	0.353257945640567283529520636875531636178493499755859375	0.40739914823494860485197932575829327106475830078125	-0.7157442948937498	0.9104992058195978	MAP1LC3B
cellular response to ionizing radiation (GO:0071479)	1/47	0.2303956054971156575117419151865760795772075653076171875	0.277937555837790284396504603137145750224590301513671875	0.294255049491626785584941217166488058865070343017578125	0.357242552098460619536268723095417954027652740478515625	-0.6136907764466512	0.900871931144462	GRB2
regulation of metal ion transport (GO:0010959)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.5417077675910632	0.897413115724744	BCL2
protein oligomerization (GO:0051259)	3/218	0.12122892514178375267253073843676247633993625640869140625	0.1895760969295383902011309373847325332462787628173828125	0.2144460865247922176646255820742226205766201019287109375	0.29578770555143751863624856923706829547882080078125	-0.4173099998942509	0.880555221728184	HMGCL;FCER1G;TAF10
response to organonitrogen compound (GO:0010243)	1/52	0.251567677988142779366143031438696198165416717529296875	0.29596197410369740055102738551795482635498046875	0.319461036800599895713048681500367820262908935546875	0.37788387232444498042838176843360997736454010009765625	-0.6365025762974996	0.8784010701984372	DHFR
mitotic metaphase plate congression (GO:0007080)	1/44	0.2174085836177470920649312802197528071701526641845703125	0.266931378916781592014473289964371360838413238525390625	0.27868988094867142013555394441937096416950225830078125	0.3446774768445732828325844820938073098659515380859375	-0.5723754714227196	0.8734317028793476	CHMP1B
chemical homeostasis (GO:0048878)	1/39	0.195279222530085394549104194084065966308116912841796875	0.24755998185632177577275570001802407205104827880859375	0.251988868736663207403836395315011031925678253173828125	0.32295369349049585228073055986897088587284088134765625	-0.5345564603125824	0.8731043419179699	IRS2
peptidyl-asparagine modification (GO:0018196)	1/46	0.2260905060914228104085310633308836258947849273681640625	0.274267812656793841252778065609163604676723480224609375	0.2891039845841010258453707137960009276866912841796875	0.352962294431994838550536996990558691322803497314453125	-0.5856093897371508	0.8706956886927045	UBE2G2
neural crest cell development (GO:0014032)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2360613485033304648208485332361306063830852508544921875	0.2355007568377382731750202538023586384952068328857421875	0.30938733828294051608764902994153089821338653564453125	-0.508658975047295	0.8674518287609349	LEF1
nucleocytoplasmic transport (GO:0006913)	1/47	0.2303956054971156575117419151865760795772075653076171875	0.277937555837790284396504603137145750224590301513671875	0.294255049491626785584941217166488058865070343017578125	0.357242552098460619536268723095417954027652740478515625	-0.5841533111491456	0.8575121896835447	SMN1
integrin-mediated signaling pathway (GO:0007229)	1/59	0.280242146374174272427381993111339397728443145751953125	0.3219713246324602540227033387054689228534698486328125	0.353257945640567283529520636875531636178493499755859375	0.40739914823494860485197932575829327106475830078125	-0.6732838549048121	0.8564852274135003	CDC42
positive regulation of protein transport (GO:0051222)	1/57	0.272162403622347726095398456891416572034358978271484375	0.31459076312240952244536629223148338496685028076171875	0.3437750507908414743241110045346431434154510498046875	0.399799600001590704767551187615026719868183135986328125	-0.655776083335328	0.8533983497150673	IGF1
cellular response to hypoxia (GO:0071456)	2/133	0.1685926090331015536616376948586548678576946258544921875	0.2275850494940624690887176484466181136667728424072265625	0.254963236924877600930727794548147358000278472900390625	0.326490412911384975114259532347205094993114471435546875	-0.47474219995679967	0.8451693303390663	UBB;VHL
intracellular transport of virus (GO:0075733)	1/55	0.26399278682365501236262161910417489707469940185546875	0.3077216533527267205982980158296413719654083251953125	0.33415445586143566192305343065527267754077911376953125	0.3919095469979800849813500462914817035198211669921875	-0.632659626033128	0.8425972833187844	UBB
adherens junction organization (GO:0034332)	1/45	0.221761542477927064975773419064353220164775848388671875	0.27009418635132143027277606961433775722980499267578125	0.283915683925186013158992182070505805313587188720703125	0.34858791564320090738959834197885356843471527099609375	-0.553775464760311	0.8340703601553751	CSK
positive regulation of transferase activity (GO:0051347)	2/138	0.178474245674292542052086218973272480070590972900390625	0.234875197770497534666134242797852493822574615478515625	0.26835789470202342510418702659080736339092254638671875	0.33462182112147298429505326566868461668491363525390625	-0.4838911432569662	0.8338949155132283	IGF2;PIN1
regulation of viral transcription (GO:0046782)	1/41	0.2042044139420497728121262070999364368617534637451171875	0.2550457758355921811244115815497934818267822265625	0.2627847641169196446497835495392791926860809326171875	0.33147485422221423245758842313080094754695892333984375	-0.5243711553856577	0.8330337190131101	CDK9
positive regulation of multi-organism process (GO:0043902)	1/38	0.19077949928408433066806537681259214878082275390625	0.243275871570308888092171173411770723760128021240234375	0.246532347354510072978683865585480816662311553955078125	0.31756709150750450643130307071260176599025726318359375	-0.5006393228489757	0.8293776117889976	C1QBP
interleukin-12-mediated signaling pathway (GO:0035722)	1/47	0.2303956054971156575117419151865760795772075653076171875	0.277937555837790284396504603137145750224590301513671875	0.294255049491626785584941217166488058865070343017578125	0.357242552098460619536268723095417954027652740478515625	-0.5648419936401123	0.8291639977846251	CDC42
regulation of cell cycle arrest (GO:0071156)	1/49	0.238934732537953886666315383990877307951450347900390625	0.28484768114328617993891157311736606061458587646484375	0.3044465289417017661577347098500467836856842041015625	0.365239719014511965422542516535031609237194061279296875	-0.5756705819994115	0.8241097703466892	CDK9
sprouting angiogenesis (GO:0002040)	1/45	0.221761542477927064975773419064353220164775848388671875	0.27009418635132143027277606961433775722980499267578125	0.283915683925186013158992182070505805313587188720703125	0.34858791564320090738959834197885356843471527099609375	-0.539932182321064	0.8132202642147163	LEF1
regulation of mRNA stability (GO:0043488)	2/129	0.160759119367890501717255347102764062583446502685546875	0.222544500399994127359803997023846022784709930419921875	0.2442591134568666555448857025112374685704708099365234375	0.31756709150750450643130307071260176599025726318359375	-0.4399770707020442	0.8042112911568227	UBB;HSPA1A
negative regulation of response to stimulus (GO:0048585)	2/128	0.158811600023429588812717838663957081735134124755859375	0.220249664266070233065164529762114398181438446044921875	0.241585955035548305414039305105688981711864471435546875	0.314931948245311676970459302538074553012847900390625	-0.43445080751045795	0.7994054235734741	ACVR1;FOXA2
positive regulation of immune response (GO:0050778)	1/55	0.26399278682365501236262161910417489707469940185546875	0.3077216533527267205982980158296413719654083251953125	0.33415445586143566192305343065527267754077911376953125	0.3919095469979800849813500462914817035198211669921875	-0.5977507369708327	0.7961044554580942	PLSCR1
positive regulation of mitochondrion organization (GO:0010822)	2/129	0.160759119367890501717255347102764062583446502685546875	0.222544500399994127359803997023846022784709930419921875	0.2442591134568666555448857025112374685704708099365234375	0.31756709150750450643130307071260176599025726318359375	-0.4295475723586058	0.7851477515148337	HRK;SNIP1
